Core, 0
Cumulative Cycles, 6289311             
Cumulative Instructions, 20000000            
Cumulative IPC, 3.18000
Periodic Cycles, 2914879             
Periodic Instructions, 10000000            
Periodic IPC, 3.43067

MISS_WAIT_TIME_count,             0
MISS_WAIT_TIME_total_count,       8628558

ICACHE_STAGE_MISS_count,             0
ICACHE_STAGE_MISS_total_count,            71

ICACHE_CYCLE_count,       2914879
ICACHE_CYCLE_total_count,       6289311

TCACHE_CYCLE_count,             0
TCACHE_CYCLE_total_count,             0

ICACHE_CYCLE_ONPATH_count,       2428301
ICACHE_CYCLE_ONPATH_pct,       83.307
ICACHE_CYCLE_ONPATH_total_count,       5228511
ICACHE_CYCLE_ONPATH_total_pct,       83.133

ICACHE_CYCLE_OFFPATH_count,        486578
ICACHE_CYCLE_OFFPATH_pct,       16.693
ICACHE_CYCLE_OFFPATH_total_count,       1060800
ICACHE_CYCLE_OFFPATH_total_pct,       16.867
ICACHE_CYCLE_OFFPATH_sum_count,       2914879
ICACHE_CYCLE_OFFPATH_sum_pct,      100.000
ICACHE_CYCLE_OFFPATH_sum_total_count,       6289311
ICACHE_CYCLE_OFFPATH_sum_total_pct,      100.000
ICACHE_CYCLE_OFFPATH_mean,         0.17
ICACHE_CYCLE_OFFPATH_stddev,         0.35
ICACHE_CYCLE_OFFPATH_total_mean,         0.17
ICACHE_CYCLE_OFFPATH_total_stddev,         0.35

FETCH_ON_PATH_count,       2141971
FETCH_ON_PATH_pct,       82.568
FETCH_ON_PATH_total_count,       4427326
FETCH_ON_PATH_total_pct,       82.087

FETCH_OFF_PATH_count,        452223
FETCH_OFF_PATH_pct,       17.432
FETCH_OFF_PATH_total_count,        966099
FETCH_OFF_PATH_total_pct,       17.913
FETCH_OFF_PATH_sum_count,       2594194
FETCH_OFF_PATH_sum_pct,      100.000
FETCH_OFF_PATH_sum_total_count,       5393425
FETCH_OFF_PATH_sum_total_pct,      100.000
FETCH_OFF_PATH_mean,         0.17
FETCH_OFF_PATH_stddev,         0.35
FETCH_OFF_PATH_total_mean,         0.18
FETCH_OFF_PATH_total_stddev,         0.36

FETCHED_OPS_ON_PATH_count,             0
FETCHED_OPS_ON_PATH_pct,         -nan
FETCHED_OPS_ON_PATH_total_count,             0
FETCHED_OPS_ON_PATH_total_pct,         -nan

FETCHED_OPS_OFF_PATH_count,             0
FETCHED_OPS_OFF_PATH_pct,         -nan
FETCHED_OPS_OFF_PATH_total_count,             0
FETCHED_OPS_OFF_PATH_total_pct,         -nan
FETCHED_OPS_OFF_PATH_sum_count,             0
FETCHED_OPS_OFF_PATH_sum_pct,         -nan
FETCHED_OPS_OFF_PATH_sum_total_count,             0
FETCHED_OPS_OFF_PATH_sum_total_pct,         -nan
FETCHED_OPS_OFF_PATH_mean,         -nan
FETCHED_OPS_OFF_PATH_stddev,         -nan
FETCHED_OPS_OFF_PATH_total_mean,         -nan
FETCHED_OPS_OFF_PATH_total_stddev,         -nan

INST_LOST_FETCH_count,      10589933
INST_LOST_FETCH_pct,       60.730
INST_LOST_FETCH_total_count,      21551740
INST_LOST_FETCH_total_pct,       57.270

INST_LOST_OFF_PATH_count,       2002164
INST_LOST_OFF_PATH_pct,       11.482
INST_LOST_OFF_PATH_total_count,       4262081
INST_LOST_OFF_PATH_total_pct,       11.326

INST_LOST_FULL_WINDOW_count,         10830
INST_LOST_FULL_WINDOW_pct,        0.062
INST_LOST_FULL_WINDOW_total_count,         21198
INST_LOST_FULL_WINDOW_total_pct,        0.056

INST_LOST_ROB_STALL_OTHER_count,       1182312
INST_LOST_ROB_STALL_OTHER_pct,        6.780
INST_LOST_ROB_STALL_OTHER_total_count,       3044466
INST_LOST_ROB_STALL_OTHER_total_pct,        8.090

INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_count,           114
INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_pct,        0.001
INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_total_count,           852
INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_total_pct,        0.002

INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_pct,        0.000
INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_total_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_total_pct,        0.000

INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_pct,        0.000
INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_total_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_total_pct,        0.000

INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_pct,        0.000
INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_total_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_total_pct,        0.000

INST_LOST_ROB_STALL_WAIT_FOR_MEMORY_count,             0
