Core, 0
Cumulative Cycles, 7009120             
Cumulative Instructions, 20000000            
Cumulative IPC, 2.85343
Periodic Cycles, 3373381             
Periodic Instructions, 10000000            
Periodic IPC, 2.96438

EXECUTION_TIME_count, 1054181562500
EXECUTION_TIME_total_count, 2190350000000

NODE_CYCLE_count,       3373381
NODE_CYCLE_total_count,       7009120

NODE_INST_COUNT_count,      10000000
NODE_INST_COUNT_total_count,      20000000

NODE_INST_COUNT_FETCHED_count,      10000000
NODE_INST_COUNT_FETCHED_total_count,      20000000

NODE_UOP_COUNT_count,      10463590
NODE_UOP_COUNT_total_count,      20934875

FULL_WINDOW_STALL_count,        378608
FULL_WINDOW_STALL_pct,       11.223
FULL_WINDOW_STALL_total_count,        842253
FULL_WINDOW_STALL_total_pct,       12.017

FULL_WINDOW_MEM_OP_count,        101808
FULL_WINDOW_MEM_OP_pct,       32.597
FULL_WINDOW_MEM_OP_total_count,        307513
FULL_WINDOW_MEM_OP_total_pct,       43.288

FULL_WINDOW_FP_OP_count,        204407
FULL_WINDOW_FP_OP_pct,       65.448
FULL_WINDOW_FP_OP_total_count,        391096
FULL_WINDOW_FP_OP_total_pct,       55.054

FULL_WINDOW_OTHER_OP_count,          6105
FULL_WINDOW_OTHER_OP_pct,        1.955
FULL_WINDOW_OTHER_OP_total_count,         11783
FULL_WINDOW_OTHER_OP_total_pct,        1.659
FULL_WINDOW_OTHER_OP_sum_count,        312320
FULL_WINDOW_OTHER_OP_sum_pct,      100.000
FULL_WINDOW_OTHER_OP_sum_total_count,        710392
FULL_WINDOW_OTHER_OP_sum_total_pct,      100.000
FULL_WINDOW_OTHER_OP_mean,         0.69
FULL_WINDOW_OTHER_OP_stddev,         0.32
FULL_WINDOW_OTHER_OP_total_mean,         0.58
FULL_WINDOW_OTHER_OP_total_stddev,         0.37

RET_BLOCKED_DC_MISS_count,        172554
RET_BLOCKED_DC_MISS_pct,        5.115
RET_BLOCKED_DC_MISS_total_count,        500800
RET_BLOCKED_DC_MISS_total_pct,        7.145

RET_BLOCKED_L1_MISS_count,         68883
RET_BLOCKED_L1_MISS_pct,        2.042
RET_BLOCKED_L1_MISS_total_count,        253287
RET_BLOCKED_L1_MISS_total_pct,        3.614

RET_BLOCKED_L1_MISS_BW_PREF_count,             0
RET_BLOCKED_L1_MISS_BW_PREF_pct,        0.000
RET_BLOCKED_L1_MISS_BW_PREF_total_count,             0
RET_BLOCKED_L1_MISS_BW_PREF_total_pct,        0.000

RET_BLOCKED_L1_ACCESS_count,        103671
RET_BLOCKED_L1_ACCESS_pct,        3.073
RET_BLOCKED_L1_ACCESS_total_count,        247678
RET_BLOCKED_L1_ACCESS_total_pct,        3.534

RET_BLOCKED_MEM_STALL_count,         68883
RET_BLOCKED_MEM_STALL_pct,        2.042
RET_BLOCKED_MEM_STALL_total_count,        253287
RET_BLOCKED_MEM_STALL_total_pct,        3.614

RET_BLOCKED_OFFCHIP_DEMAND_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_pct,        0.000
RET_BLOCKED_OFFCHIP_DEMAND_total_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_total_pct,        0.000

OP_ISSUED_count,      12703608
OP_ISSUED_total_count,      25945980

OP_RETIRED_count,      10463590
OP_RETIRED_total_count,      20934875

REPLAY_SIGNALED_count,             0
REPLAY_SIGNALED_total_count,             0

REPLAY_COUNTED_count,             0
