Core, 0
Cumulative Cycles, 20689554            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.96667
Periodic Cycles, 10277995            
Periodic Instructions, 10000000            
Periodic IPC, 0.97295

MISS_WAIT_TIME_count,   47458475703
MISS_WAIT_TIME_total_count,   61222663655

ICACHE_STAGE_MISS_count,          3431
ICACHE_STAGE_MISS_total_count,          7510

ICACHE_CYCLE_count,      10277995
ICACHE_CYCLE_total_count,      20689554

TCACHE_CYCLE_count,             0
TCACHE_CYCLE_total_count,             0

ICACHE_CYCLE_ONPATH_count,      10132547
ICACHE_CYCLE_ONPATH_pct,       98.585
ICACHE_CYCLE_ONPATH_total_count,      20355479
ICACHE_CYCLE_ONPATH_total_pct,       98.385

ICACHE_CYCLE_OFFPATH_count,        145448
ICACHE_CYCLE_OFFPATH_pct,        1.415
ICACHE_CYCLE_OFFPATH_total_count,        334075
ICACHE_CYCLE_OFFPATH_total_pct,        1.615
ICACHE_CYCLE_OFFPATH_sum_count,      10277995
ICACHE_CYCLE_OFFPATH_sum_pct,      100.000
ICACHE_CYCLE_OFFPATH_sum_total_count,      20689554
ICACHE_CYCLE_OFFPATH_sum_total_pct,      100.000
ICACHE_CYCLE_OFFPATH_mean,         0.01
ICACHE_CYCLE_OFFPATH_stddev,         0.12
ICACHE_CYCLE_OFFPATH_total_mean,         0.02
ICACHE_CYCLE_OFFPATH_total_stddev,         0.13

FETCH_ON_PATH_count,       9913995
FETCH_ON_PATH_pct,       99.070
FETCH_ON_PATH_total_count,      19937537
FETCH_ON_PATH_total_pct,       98.954

FETCH_OFF_PATH_count,         93068
FETCH_OFF_PATH_pct,        0.930
FETCH_OFF_PATH_total_count,        210801
FETCH_OFF_PATH_total_pct,        1.046
FETCH_OFF_PATH_sum_count,      10007063
FETCH_OFF_PATH_sum_pct,      100.000
FETCH_OFF_PATH_sum_total_count,      20148338
FETCH_OFF_PATH_sum_total_pct,      100.000
FETCH_OFF_PATH_mean,         0.01
FETCH_OFF_PATH_stddev,         0.10
FETCH_OFF_PATH_total_mean,         0.01
FETCH_OFF_PATH_total_stddev,         0.10

FETCHED_OPS_ON_PATH_count,             0
FETCHED_OPS_ON_PATH_pct,         -nan
FETCHED_OPS_ON_PATH_total_count,             0
FETCHED_OPS_ON_PATH_total_pct,         -nan

FETCHED_OPS_OFF_PATH_count,             0
FETCHED_OPS_OFF_PATH_pct,         -nan
FETCHED_OPS_OFF_PATH_total_count,             0
FETCHED_OPS_OFF_PATH_total_pct,         -nan
FETCHED_OPS_OFF_PATH_sum_count,             0
FETCHED_OPS_OFF_PATH_sum_pct,         -nan
FETCHED_OPS_OFF_PATH_sum_total_count,             0
FETCHED_OPS_OFF_PATH_sum_total_pct,         -nan
FETCHED_OPS_OFF_PATH_mean,         -nan
FETCHED_OPS_OFF_PATH_stddev,         -nan
FETCHED_OPS_OFF_PATH_total_mean,         -nan
FETCHED_OPS_OFF_PATH_total_stddev,         -nan

INST_LOST_FETCH_count,      38735502
INST_LOST_FETCH_pct,       63.171
